fid,ID,AREA,BLOCK,BG,TRACT,COUNTY,MSA,POPULATION,MALE,FEMALE,AGE_0_5,AGE_5_9,AGE_10_14,AGE_15_19,AGE_20_24,AGE_25_34,AGE_35_44,AGE_45_54,AGE_55_59,AGE_60_64,AGE_65_74,AGE_75_84,AGE_85,MEDIAN_AGE,AGE_18,MALE_18,FEMALE_18,AGE_21,AGE_62,AGE_65,MALE_65,FEMALE_65,F1_RACE,WHITE,BLACK,AMINDIAN,ASIAN,HAWAIIAN,OTHER_RACE,F2_RACES,AP_WHITE,AP_BLACK,AP_AMINDIA,AP_ASIAN,AP_HAWAIIA,AP_OTHER,AP_HISPANI,NOT_HISPAN,NH_WHITE,IN_HOUSEHO,GROUP_QUAR,GQ_INSTITU,GQ_NONINST,HOUSEHOLDS,HH_FAMILY,HH_NONFAMI,AVG_HHSIZE,AVG_FAMSIZ,HSNG_UNITS,HU_OCCUPIE,HU_VACANT,OCCHU_OWNE,OCCHU_RENT,OWNER_SIZE,RENTER_SIZ,DENSITY,BURGLARY,ASSAULT,THEFT,BURG_D,ASSALT_D,THEFT_D,lon,lat
"420",655304,0.05,"390610023001005","390610023001","39061002300","39061","1640",150,59,91,21,11,18,10,10,13,17,17,5,4,10,14,0,28.5,95,37,58,89,26,24,13,11,149,32,117,0,0,0,0,1,32,118,0,0,0,1,3,147,32,121,29,29,0,43,30,13,2.81,3.4,49,43,6,14,29,2.93,2.76,3076.3077,"0","4","15",0,1,1,-84.5107290836056,39.1209392763155
"421",663324,0,"390610018001007","390610018001","39061001800","39061","1640",63,37,26,1,1,1,0,5,13,13,8,7,5,8,1,0,40.3,60,36,24,60,12,9,6,3,60,46,14,0,0,0,0,3,48,16,2,0,0,0,0,63,46,63,0,0,0,45,10,35,1.4,2.2,48,45,3,26,19,1.38,1.42,15123.6404,"0","0","4",0,0,1,-84.5082643801632,39.112610565338
"422",663344,0,"390610018001010","390610018001","39061001800","39061","1640",33,17,16,1,0,0,0,8,15,3,2,1,1,2,0,0,29.5,32,16,16,31,2,2,1,1,33,26,6,0,1,0,0,0,26,6,0,1,0,0,1,32,25,24,9,0,9,15,4,11,1.6,2.25,19,15,4,5,10,2,1.4,24408.4609,"0","0","2",0,0,1,-84.507178616917,39.1123330596971
"423",685133,0.04,"390610030001002","390610030001","39061003000","39061","1640",301,168,133,15,5,5,26,94,103,32,15,3,1,2,0,0,25.3,272,157,115,235,3,2,0,2,292,232,23,1,31,0,5,9,238,27,2,39,0,7,13,288,228,275,26,0,26,168,32,136,1.64,2.84,197,168,29,12,156,3.42,1.5,8040.7282,"2","1","7",1,1,1,-84.5144743567269,39.1387694318888
"424",685197,0.02,"390610030002000","390610030002","39061003000","39061","1640",105,61,44,5,5,9,6,40,20,13,6,0,0,0,1,0,23.3,84,54,30,73,1,1,1,0,97,57,20,0,14,0,6,8,60,25,5,15,0,8,2,103,57,105,0,0,0,50,13,37,2.1,3.15,59,50,9,7,43,1.14,2.26,6418.8255,"2","2","12",1,1,1,-84.5098883836775,39.1339764723587
"425",685220,0,"390610032002007","390610032002","39061003200","39061","1640",41,23,18,0,0,0,3,22,7,3,3,0,0,1,1,1,22.9,41,23,18,34,3,3,1,2,40,25,11,0,3,0,1,1,26,12,0,3,0,2,3,38,23,41,0,0,0,21,3,18,1.95,2.67,25,21,4,3,18,1.67,2,12581.9809,"0","2","5",0,1,1,-84.5087384554881,39.1332334834455
"426",703088,0.03,"390610067004005","390610067004","39061006700","39061","1640",458,207,251,44,59,42,34,17,58,48,35,19,14,51,27,10,29.5,291,122,169,276,97,88,35,53,440,12,423,2,1,2,0,18,18,440,10,1,2,9,0,458,12,458,0,0,0,216,83,133,2.12,3.55,265,216,49,27,189,2.93,2.01,15992.0043,"2","7","2",1,1,1,-84.4949486428494,39.141122836286
"427",703108,0.03,"390610034001000","390610034001","39061003400","39061","1640",187,88,99,23,16,10,8,18,30,43,28,2,6,1,1,1,31.9,135,67,68,127,6,3,0,3,184,4,180,0,0,0,0,3,5,182,2,0,0,1,0,187,4,168,19,0,19,82,36,46,2.05,2.92,110,82,28,10,72,2.3,2.01,5709.7727,"1","8","5",1,1,1,-84.4928877489675,39.1378520368138
"428",703132,0.02,"390610067001006","390610067001","39061006700","39061","1640",232,105,127,37,16,22,26,23,24,34,24,5,2,12,3,4,23,139,51,88,122,20,19,4,15,221,11,208,1,0,0,1,11,12,219,4,7,0,1,13,219,11,222,10,0,10,86,63,23,2.58,3.03,130,86,44,19,67,3.84,2.22,9898.6106,"4","7","4",1,1,1,-84.4928479130406,39.1395769078809
"429",703153,0.01,"390610069002002","390610069002","39061006900","39061","1640",38,15,23,1,7,5,4,5,2,6,4,0,3,1,0,0,23.5,24,10,14,21,2,1,0,1,37,0,37,0,0,0,0,1,1,38,0,0,0,0,0,38,0,38,0,0,0,8,6,2,4.75,5.83,9,8,1,5,3,5.6,3.33,5157.6308,"0","1","4",0,1,1,-84.504848864134,39.1446866314556
"430",703170,0.04,"390610069004000","390610069004","39061006900","39061","1640",491,198,293,40,61,71,50,25,66,61,48,14,6,21,20,8,24.6,285,94,191,258,53,49,15,34,481,4,473,0,1,0,3,10,10,483,6,1,0,4,3,488,4,491,0,0,0,177,128,49,2.77,3.33,189,177,12,62,115,2.29,3.03,12535.53,"2","4","2",1,1,1,-84.5075425084941,39.14858629528
"431",703197,0,"390610069004002","390610069004","39061006900","39061","1640",39,21,18,2,6,6,4,0,4,3,7,1,0,6,0,0,28.5,22,10,12,21,6,6,2,4,37,5,32,0,0,0,0,2,7,34,0,0,0,0,0,39,5,39,0,0,0,11,9,2,3.55,3.89,15,11,4,6,5,3.17,4,8810.7256,"0","1","1",0,1,1,-84.5058765425459,39.1470756508907
"432",703214,0.01,"390610069002007","390610069002","39061006900","39061","1640",129,65,64,11,5,14,11,10,15,31,14,2,2,9,3,2,34.5,93,47,46,86,16,14,7,7,125,10,113,1,1,0,0,4,14,113,1,5,0,0,0,129,10,129,0,0,0,60,30,30,2.15,3.1,79,60,19,19,41,2.26,2.1,13478.2777,"1","1","5",1,1,1,-84.5043211425059,39.1424262854043
"433",703234,0.01,"390610069002006","390610069002","39061006900","39061","1640",126,67,59,6,9,16,10,9,13,21,13,8,3,8,9,1,35,89,45,44,84,20,18,9,9,125,10,114,0,1,0,0,1,10,115,1,1,0,0,0,126,10,126,0,0,0,51,25,26,2.47,3.48,62,51,11,15,36,2.6,2.42,14670.7028,"0","0","2",0,0,1,-84.5043422347525,39.1433720170423
"434",703253,0.01,"390610069002003","390610069002","39061006900","39061","1640",113,53,60,12,17,9,7,10,22,12,12,0,4,6,2,0,27.1,74,31,43,66,11,8,3,5,113,0,113,0,0,0,0,0,0,113,0,0,0,0,0,113,0,113,0,0,0,51,28,23,2.22,2.96,59,51,8,6,45,3,2.11,15069.8309,"0","1","3",0,1,1,-84.5036163311057,39.1446001269385
"435",703271,0.01,"390610069002008","390610069002","39061006900","39061","1640",83,38,45,4,5,4,7,3,11,15,11,3,6,8,5,1,40.1,66,28,38,62,20,14,5,9,83,5,64,0,14,0,0,0,5,64,0,14,0,0,0,83,5,83,0,0,0,33,22,11,2.52,3.14,49,33,16,13,20,2.92,2.25,9021.0236,"1","0","2",1,0,1,-84.5016199943776,39.1422074249544
"436",703289,0.01,"390610069002005","390610069002","39061006900","39061","1640",168,77,91,18,15,27,11,20,8,30,10,3,7,7,5,7,22,101,44,57,91,24,19,5,14,167,4,162,1,0,0,0,1,4,163,2,0,0,0,0,168,4,168,0,0,0,49,36,13,3.43,3.89,68,49,19,16,33,3,3.64,15673.642,"1","2","1",1,1,1,-84.5016373574817,39.1431644401932
"437",703308,0.01,"390610069002004","390610069002","39061006900","39061","1640",131,63,68,11,23,24,19,6,13,13,14,1,0,2,5,0,17.4,61,22,39,52,7,7,4,3,131,3,128,0,0,0,0,0,3,128,0,0,0,0,0,131,3,131,0,0,0,35,31,4,3.74,4,40,35,5,5,30,2.6,3.93,8747.1976,"3","11","2",1,1,1,-84.5015248281206,39.1443392819911
"438",703326,0.01,"390610069002001","390610069002","39061006900","39061","1640",108,55,53,10,9,9,8,6,13,16,15,3,1,8,9,1,34.8,76,37,39,71,18,18,7,11,105,6,99,0,0,0,0,3,6,102,3,0,0,0,4,104,6,108,0,0,0,47,21,26,2.3,3.48,59,47,12,12,35,2.17,2.34,12794.2932,"3","1","2",1,1,1,-84.5041380289397,39.1459215520777
"439",703346,0.03,"390610069001003","390610069001","39061006900","39061","1640",288,126,162,16,28,40,22,13,32,50,33,10,9,15,16,4,33.3,189,79,110,178,40,35,11,24,285,3,281,0,0,0,1,3,4,284,3,0,0,1,3,285,3,288,0,0,0,114,69,45,2.53,3.25,127,114,13,39,75,2.31,2.64,10697.4731,"0","2","0",0,1,0,-84.5040398111875,39.1477657404555
"440",703368,0.01,"390610069002000","390610069002","39061006900","39061","1640",155,82,73,16,10,27,16,10,16,29,7,6,1,9,6,2,23.8,91,44,47,84,18,17,10,7,155,0,155,0,0,0,0,0,0,155,0,0,0,0,0,155,0,155,0,0,0,57,33,24,2.72,3.58,74,57,17,9,48,2.11,2.83,12013.0464,"1","3","1",1,1,1,-84.5013758537201,39.1455829636064
"441",703387,0.01,"390610069001002","390610069001","39061006900","39061","1640",83,39,44,5,3,5,7,4,5,14,16,1,6,8,6,3,44.5,68,30,38,63,19,17,7,10,83,1,82,0,0,0,0,0,1,82,0,0,0,0,0,83,1,83,0,0,0,36,16,20,2.31,3.63,39,36,3,30,6,2.27,2.5,6949.0985,"1","0","3",1,0,1,-84.504487110701,39.1496708158
"442",703410,0.01,"390610069001001","390610069001","39061006900","39061","1640",55,24,31,3,1,5,5,0,4,4,14,3,2,8,5,1,48.3,43,18,25,41,15,14,5,9,55,1,54,0,0,0,0,0,1,54,0,0,0,0,0,55,1,55,0,0,0,24,15,9,2.29,3,24,24,0,22,2,2.18,3.5,10378.7052,"0","0","0",0,0,0,-84.5040999150371,39.150872831867
"443",703426,0.19,"390610069001000","390610069001","39061006900","39061","1640",1451,659,792,86,113,107,69,76,181,219,202,77,69,150,82,20,40.3,1096,473,623,1064,301,252,94,158,1437,55,1368,3,3,0,8,14,61,1381,5,6,2,11,13,1438,54,1419,32,32,0,745,320,425,1.9,2.86,840,745,95,202,543,2.27,1.77,7516.6639,"7","9","17",1,1,1,-84.5030486333113,39.1509992465288
"444",703460,0,"390610067003006","390610067003","39061006700","39061","1640",23,8,15,3,0,7,1,0,2,4,3,0,2,1,0,0,29.5,13,5,8,12,1,1,0,1,23,0,23,0,0,0,0,0,0,23,0,0,0,0,0,23,0,23,0,0,0,7,5,2,3.29,4,10,7,3,1,6,1,3.67,21796.2254,"0","0","0",0,0,0,-84.4993184390238,39.1414073691663
"445",703476,0.01,"390610067003002","390610067003","39061006700","39061","1640",29,14,15,1,4,2,4,2,4,3,4,2,0,2,1,0,31.5,21,11,10,18,3,3,1,2,29,1,28,0,0,0,0,0,1,28,0,0,0,0,0,29,1,29,0,0,0,11,6,5,2.64,3.5,43,11,32,6,5,2.67,2.6,2125.5272,"0","2","1",0,1,1,-84.4993705418354,39.1425981679606
"446",703500,0,"390610067003003","390610067003","39061006700","39061","1640",67,32,35,7,11,8,6,2,9,10,5,1,2,2,4,0,23.8,37,16,21,35,7,6,2,4,66,0,65,1,0,0,0,1,0,66,1,1,0,0,0,67,0,67,0,0,0,19,14,5,3.53,4.29,32,19,13,8,11,2.38,4.36,13813.8186,"0","0","0",0,0,0,-84.498437403107,39.1431462579041
"447",703519,0.01,"390610067003001","390610067003","39061006700","39061","1640",68,37,31,6,9,3,12,6,6,8,4,5,2,5,1,1,21.7,41,19,22,36,8,7,0,7,68,0,68,0,0,0,0,0,0,68,0,0,0,0,0,68,0,68,0,0,0,24,15,9,2.83,3.67,34,24,10,5,19,3.4,2.68,9206.2354,"0","0","2",0,0,1,-84.4989171020338,39.1443528180764
"448",703537,0.01,"390610068002005","390610068002","39061006800","39061","1640",10,4,6,1,1,0,0,0,2,2,0,1,1,1,1,0,37.5,8,3,5,8,2,2,1,1,10,1,9,0,0,0,0,0,1,9,0,0,0,0,0,10,1,10,0,0,0,7,1,6,1.43,4,9,7,2,0,7,0,1.43,1028.9523,"0","3","3",0,1,1,-84.4988197618865,39.1454148591453
"449",703556,0.01,"390610067003005","390610067003","39061006700","39061","1640",166,58,108,10,29,25,10,7,22,33,11,3,3,9,1,3,26,95,34,61,90,14,13,6,7,166,0,166,0,0,0,0,0,0,166,0,0,0,0,1,165,0,166,0,0,0,53,40,13,3.13,3.58,69,53,16,23,30,2.87,3.33,18917.468,"1","1","2",1,1,1,-84.4963993273674,39.1426745658828
"450",703574,0.01,"390610068002006","390610068002","39061006800","39061","1640",205,111,94,12,13,10,11,16,23,34,37,11,9,16,9,4,40.9,166,87,79,152,32,29,8,21,197,1,195,0,0,0,1,8,5,203,3,1,1,1,0,205,1,205,0,0,0,136,32,104,1.51,2.94,148,136,12,1,135,9,1.45,18334.4967,"0","9","4",0,1,1,-84.496489577839,39.1452677312546
"451",703592,0.03,"390610068002004","390610068002","39061006800","39061","1640",280,102,178,22,24,19,15,22,23,31,28,12,4,21,34,25,40.4,207,73,134,197,81,80,27,53,277,9,268,0,0,0,0,3,10,271,0,2,0,0,0,280,9,222,58,58,0,99,55,44,2.24,2.96,116,99,17,33,66,2.45,2.14,10353.2885,"0","2","4",0,1,1,-84.4979721416181,39.148157292938
"452",703612,0.01,"390610067003004","390610067003","39061006700","39061","1640",186,76,110,22,36,21,16,7,28,26,14,4,7,4,1,0,19.3,96,33,63,91,12,5,2,3,180,0,180,0,0,0,0,6,3,186,3,0,1,0,0,186,0,186,0,0,0,66,44,22,2.82,3.48,84,66,18,10,56,3,2.79,21107.9915,"5","4","2",1,1,1,-84.4962429980549,39.1433600118674
"453",703629,0.01,"390610067003000","390610067003","39061006700","39061","1640",110,48,62,5,18,13,6,4,22,14,9,4,1,8,2,4,29,70,33,37,68,14,14,5,9,110,5,102,0,0,1,2,0,5,102,0,0,1,2,3,107,4,110,0,0,0,31,25,6,3.55,3.44,36,31,5,11,20,3.55,3.55,9461.9681,"0","1","1",0,1,1,-84.4961408758441,39.1441627689563
"454",703648,0.01,"390610067004004","390610067004","39061006700","39061","1640",86,32,54,5,6,8,12,4,6,16,13,4,5,4,2,1,37.3,61,21,40,54,11,7,5,2,86,0,85,0,1,0,0,0,0,85,0,1,0,0,0,86,0,86,0,0,0,33,19,14,2.61,3.37,40,33,7,18,15,2.22,3.07,10415.8913,"4","0","2",1,0,1,-84.4934049563059,39.1422735328484
"455",703666,0.02,"390610067004003","390610067004","39061006700","39061","1640",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0","1",0,0,1,-84.4929539545059,39.1435382616452
"456",703686,0.02,"390610068002007","390610068002","39061006800","39061","1640",278,121,157,35,40,32,25,23,35,41,24,6,5,10,1,1,21,156,52,104,139,13,12,1,11,271,0,270,1,0,0,0,7,2,275,5,3,0,0,3,275,0,278,0,0,0,106,64,42,2.62,3.55,128,106,22,5,101,1.6,2.67,13517.0854,"2","6","10",1,1,1,-84.492956469181,39.1449557194979
"457",703708,0.02,"390610068002003","390610068002","39061006800","39061","1640",54,20,34,4,6,6,0,4,6,13,8,2,1,2,1,1,36,38,9,29,36,4,4,1,3,54,10,43,1,0,0,0,0,10,43,1,0,0,0,0,54,10,41,13,13,0,18,12,6,2.28,2.83,25,18,7,5,13,1.8,2.46,2300.5913,"0","2","0",0,1,0,-84.4961188473339,39.1471518471659
