fid,primaryindex,ID,TOP3,TOP2,TOP4,NXTOP2,NXTOP3,NXTOP4,N2XTOP2,N2XTOP3,N2XTOP4,LONGITUDE,LATITUDE,YIELD,TOPO,OBS,N,N2,BV,BV2,NXBV,BVXT2,BVXT3,BVXT4,BV2XT2,BV2XT3,BV2XT4
"954","954","3477","0","0","1",0,0,50.6,0,0,2560.36,-63.84792395,-33.04948317,73.7,"4","954",50.6,2560.36,175.15,30677.523,8862.59,0,0,175.15,0,0,30677.52
"955","955","3478","0","0","1",0,0,50.6,0,0,2560.36,-63.84785368,-33.04950764,66.39,"4","955",50.6,2560.36,176.76,31244.098,8944.056,0,0,176.76,0,0,31244.1
"956","956","3479","0","0","1",0,0,50.6,0,0,2560.36,-63.8477834,-33.04953211,54.65,"4","956",50.6,2560.36,182.59,33339.108,9239.054,0,0,182.59,0,0,33339.11
"957","957","3480","0","0","1",0,0,50.6,0,0,2560.36,-63.84771313,-33.04955657,50.82,"4","957",50.6,2560.36,184.99,34221.3,9360.494,0,0,184.99,0,0,34221.3
"958","958","3481","0","0","1",0,0,50.6,0,0,2560.36,-63.84764286,-33.04958104,51.1,"4","958",50.6,2560.36,184.11,33896.492,9315.966,0,0,184.11,0,0,33896.49
"959","959","3482","0","0","1",0,0,50.6,0,0,2560.36,-63.84757259,-33.04960551,47.02,"4","959",50.6,2560.36,182.81,33419.496,9250.186,0,0,182.81,0,0,33419.5
"960","960","3483","0","0","1",0,0,50.6,0,0,2560.36,-63.84750232,-33.04962998,50.95,"4","960",50.6,2560.36,181.03,32771.861,9160.118,0,0,181.03,0,0,32771.86
"961","961","3484","0","0","1",0,0,50.6,0,0,2560.36,-63.84743205,-33.04965445,51.2,"4","961",50.6,2560.36,179.27,32137.733,9071.062,0,0,179.27,0,0,32137.73
"962","962","3485","0","0","1",0,0,50.6,0,0,2560.36,-63.84736177,-33.04967891,51.33,"4","962",50.6,2560.36,178.27,31780.193,9020.462,0,0,178.27,0,0,31780.19
"963","963","3486","0","0","1",0,0,50.6,0,0,2560.36,-63.8472915,-33.04970338,54.4,"4","963",50.6,2560.36,181.73,33025.793,9195.538,0,0,181.73,0,0,33025.79
"964","964","3487","0","0","1",0,0,50.6,0,0,2560.36,-63.84722123,-33.04972785,52.51,"4","964",50.6,2560.36,177.25,31417.563,8968.85,0,0,177.25,0,0,31417.56
"965","965","3488","0","0","1",0,0,50.6,0,0,2560.36,-63.84715096,-33.04975232,51.23,"4","965",50.6,2560.36,179.13,32087.557,9063.978,0,0,179.13,0,0,32087.56
"966","966","3489","0","0","1",0,0,50.6,0,0,2560.36,-63.84708069,-33.04977678,54.71,"4","966",50.6,2560.36,177.51,31509.8,8982.006,0,0,177.51,0,0,31509.8
"967","967","3490","0","0","1",0,0,50.6,0,0,2560.36,-63.84701041,-33.04980125,50.86,"4","967",50.6,2560.36,175.92,30947.846,8901.552,0,0,175.92,0,0,30947.85
"968","968","3491","0","0","1",0,0,50.6,0,0,2560.36,-63.84694014,-33.04982572,51.45,"4","968",50.6,2560.36,174.62,30492.144,8835.772,0,0,174.62,0,0,30492.14
"969","969","3492","0","0","1",0,0,50.6,0,0,2560.36,-63.84686987,-33.04985019,47.03,"4","969",50.6,2560.36,172.96,29915.162,8751.776,0,0,172.96,0,0,29915.16
"970","970","3493","0","0","1",0,0,50.6,0,0,2560.36,-63.8467996,-33.04987465,47.52,"4","970",50.6,2560.36,174.42,30422.336,8825.652,0,0,174.42,0,0,30422.34
"971","971","3494","0","0","1",0,0,50.6,0,0,2560.36,-63.84672932,-33.04989912,48.51,"4","971",50.6,2560.36,174.17,30335.189,8813.002,0,0,174.17,0,0,30335.19
"972","972","3495","0","0","1",0,0,50.6,0,0,2560.36,-63.84665905,-33.04992359,47.68,"4","972",50.6,2560.36,174.63,30495.637,8836.278,0,0,174.63,0,0,30495.64
"973","973","3496","1","0","0",0,50.6,0,0,2560.36,0,-63.84658878,-33.04994805,49.87,"3","973",50.6,2560.36,176.29,31078.164,8920.274,0,176.29,0,0,31078.16,0
"974","974","3497","1","0","0",0,50.6,0,0,2560.36,0,-63.84651851,-33.04997252,43.47,"3","974",50.6,2560.36,180.81,32692.256,9148.986,0,180.81,0,0,32692.26,0
"975","975","3498","1","0","0",0,50.6,0,0,2560.36,0,-63.84644823,-33.04999699,47.94,"3","975",50.6,2560.36,172.51,29759.7,8729.006,0,172.51,0,0,29759.7,0
"976","976","3499","1","0","0",0,50.6,0,0,2560.36,0,-63.84637796,-33.05002146,49.19,"3","976",50.6,2560.36,171.4,29377.96,8672.84,0,171.4,0,0,29377.96,0
"977","977","3500","1","0","0",0,50.6,0,0,2560.36,0,-63.84630769,-33.05004592,45.71,"3","977",50.6,2560.36,169.92,28872.806,8597.952,0,169.92,0,0,28872.81,0
"978","978","3501","1","0","0",0,50.6,0,0,2560.36,0,-63.84623742,-33.05007039,50.01,"3","978",50.6,2560.36,167.77,28146.773,8489.162,0,167.77,0,0,28146.77,0
"979","979","3502","1","0","0",0,50.6,0,0,2560.36,0,-63.84616714,-33.05009486,43.36,"3","979",50.6,2560.36,169.46,28716.692,8574.676,0,169.46,0,0,28716.69,0
"980","980","3503","1","0","0",0,50.6,0,0,2560.36,0,-63.84609687,-33.05011932,43.31,"3","980",50.6,2560.36,171.25,29326.563,8665.25,0,171.25,0,0,29326.56,0
"981","981","3504","1","0","0",0,50.6,0,0,2560.36,0,-63.8460266,-33.05014379,40.76,"3","981",50.6,2560.36,174.33,30390.949,8821.098,0,174.33,0,0,30390.95,0
"982","982","3505","1","0","0",0,50.6,0,0,2560.36,0,-63.84595633,-33.05016826,46.3,"3","982",50.6,2560.36,183.66,33730.996,9293.196,0,183.66,0,0,33731,0
"983","983","3506","1","0","0",0,50.6,0,0,2560.36,0,-63.84588605,-33.05019273,42.56,"3","983",50.6,2560.36,195.92,38384.646,9913.552,0,195.92,0,0,38384.65,0
"984","984","3507","1","0","0",0,50.6,0,0,2560.36,0,-63.84581578,-33.05021719,38.8,"3","984",50.6,2560.36,199.32,39728.462,10085.592,0,199.32,0,0,39728.46,0
"985","985","3508","1","0","0",0,50.6,0,0,2560.36,0,-63.84574551,-33.05024166,36.3,"3","985",50.6,2560.36,194.69,37904.196,9851.314,0,194.69,0,0,37904.2,0
"986","986","3509","1","0","0",0,50.6,0,0,2560.36,0,-63.84567524,-33.05026613,33.58,"3","986",50.6,2560.36,200.73,40292.533,10156.938,0,200.73,0,0,40292.53,0
"987","987","3510","1","0","0",0,50.6,0,0,2560.36,0,-63.84560496,-33.05029059,34.27,"3","987",50.6,2560.36,200.52,40208.27,10146.312,0,200.52,0,0,40208.27,0
"988","988","3511","1","0","0",0,50.6,0,0,2560.36,0,-63.84553469,-33.05031506,36.16,"3","988",50.6,2560.36,193.02,37256.72,9766.812,0,193.02,0,0,37256.72,0
"989","989","3512","1","0","0",0,50.6,0,0,2560.36,0,-63.84546442,-33.05033953,42.24,"3","989",50.6,2560.36,183.95,33837.602,9307.87,0,183.95,0,0,33837.6,0
"990","990","3513","1","0","0",0,50.6,0,0,2560.36,0,-63.84539414,-33.05036399,47.21,"3","990",50.6,2560.36,187.92,35313.926,9508.752,0,187.92,0,0,35313.93,0
"991","991","3514","1","0","0",0,50.6,0,0,2560.36,0,-63.84532387,-33.05038846,43.52,"3","991",50.6,2560.36,183.18,33554.912,9268.908,0,183.18,0,0,33554.91,0
"992","992","3515","1","0","0",0,50.6,0,0,2560.36,0,-63.8452536,-33.05041293,48.2,"3","992",50.6,2560.36,185.06,34247.204,9364.036,0,185.06,0,0,34247.2,0
"993","993","3516","1","0","0",0,50.6,0,0,2560.36,0,-63.84518332,-33.05043739,42.52,"3","993",50.6,2560.36,183.09,33521.948,9264.354,0,183.09,0,0,33521.95,0
"994","994","3517","1","0","0",0,50.6,0,0,2560.36,0,-63.84511305,-33.05046186,41.75,"3","994",50.6,2560.36,189.28,35826.918,9577.568,0,189.28,0,0,35826.92,0
"995","995","3518","1","0","0",0,50.6,0,0,2560.36,0,-63.84504278,-33.05048632,50.2,"3","995",50.6,2560.36,186.01,34599.72,9412.106,0,186.01,0,0,34599.72,0
"996","996","3519","1","0","0",0,50.6,0,0,2560.36,0,-63.8449725,-33.05051079,52.79,"3","996",50.6,2560.36,184.74,34128.868,9347.844,0,184.74,0,0,34128.87,0
"997","997","3520","0","1","0",50.6,0,0,2560.36,0,0,-63.84490223,-33.05053526,47.52,"2","997",50.6,2560.36,177.43,31481.405,8977.958,177.43,0,0,31481.4,0,0
"998","998","3521","0","1","0",50.6,0,0,2560.36,0,0,-63.84483196,-33.05055972,62.96,"2","998",50.6,2560.36,182.37,33258.817,9227.922,182.37,0,0,33258.82,0,0
"999","999","3522","0","1","0",50.6,0,0,2560.36,0,0,-63.84476168,-33.05058419,70.55,"2","999",50.6,2560.36,173.62,30143.904,8785.172,173.62,0,0,30143.9,0,0
"1000","1000","3523","0","1","0",50.6,0,0,2560.36,0,0,-63.84469141,-33.05060866,81.96,"2","1000",50.6,2560.36,175.16,30681.026,8863.096,175.16,0,0,30681.03,0,0
"1001","1001","3524","0","1","0",50.6,0,0,2560.36,0,0,-63.84462114,-33.05063312,85.82,"2","1001",50.6,2560.36,173.83,30216.869,8795.798,173.83,0,0,30216.87,0,0
"1002","1002","3525","0","1","0",50.6,0,0,2560.36,0,0,-63.84455086,-33.05065759,96.82,"2","1002",50.6,2560.36,168.75,28476.563,8538.75,168.75,0,0,28476.56,0,0
"1003","1003","3526","0","1","0",50.6,0,0,2560.36,0,0,-63.84448059,-33.05068205,93.38,"2","1003",50.6,2560.36,169.49,28726.86,8576.194,169.49,0,0,28726.86,0,0
"1004","1004","3527","0","1","0",50.6,0,0,2560.36,0,0,-63.84441032,-33.05070652,100.35,"2","1004",50.6,2560.36,168.72,28466.438,8537.232,168.72,0,0,28466.44,0,0
"1005","1005","3528","0","1","0",50.6,0,0,2560.36,0,0,-63.84434004,-33.05073099,105.73,"2","1005",50.6,2560.36,170.83,29182.889,8643.998,170.83,0,0,29182.89,0,0
"1006","1006","3529","0","1","0",50.6,0,0,2560.36,0,0,-63.84426977,-33.05075545,98.87,"2","1006",50.6,2560.36,174.03,30286.441,8805.918,174.03,0,0,30286.44,0,0
"1007","1007","3530","0","1","0",50.6,0,0,2560.36,0,0,-63.8441995,-33.05077992,95.95,"2","1007",50.6,2560.36,174.21,30349.124,8815.026,174.21,0,0,30349.12,0,0
"1008","1008","3531","0","1","0",50.6,0,0,2560.36,0,0,-63.84412922,-33.05080438,97.33,"2","1008",50.6,2560.36,176.41,31120.488,8926.346,176.41,0,0,31120.49,0,0
"1009","1009","3532","0","1","0",50.6,0,0,2560.36,0,0,-63.84405895,-33.05082885,97.79,"2","1009",50.6,2560.36,168,28224,8500.8,168,0,0,28224,0,0
"1010","1010","3533","0","1","0",50.6,0,0,2560.36,0,0,-63.84398867,-33.05085332,93.9,"2","1010",50.6,2560.36,169,28561,8551.4,169,0,0,28561,0,0
"1011","1011","3534","0","1","0",50.6,0,0,2560.36,0,0,-63.8439184,-33.05087778,98.46,"2","1011",50.6,2560.36,171.72,29487.758,8689.032,171.72,0,0,29487.76,0,0
"1012","1012","3535","0","1","0",50.6,0,0,2560.36,0,0,-63.84384813,-33.05090225,98.05,"2","1012",50.6,2560.36,170.79,29169.224,8641.974,170.79,0,0,29169.22,0,0
"1013","1013","3536","0","1","0",50.6,0,0,2560.36,0,0,-63.84377785,-33.05092671,98.25,"2","1013",50.6,2560.36,165.22,27297.648,8360.132,165.22,0,0,27297.65,0,0
"1014","1014","3537","0","1","0",50.6,0,0,2560.36,0,0,-63.84370758,-33.05095118,102.15,"2","1014",50.6,2560.36,171.45,29395.102,8675.37,171.45,0,0,29395.1,0,0
"1015","1015","3538","0","1","0",50.6,0,0,2560.36,0,0,-63.8436373,-33.05097564,96.99,"2","1015",50.6,2560.36,170.86,29193.14,8645.516,170.86,0,0,29193.14,0,0
"1016","1016","3539","0","1","0",50.6,0,0,2560.36,0,0,-63.84356703,-33.05100011,99.63,"2","1016",50.6,2560.36,173.75,30189.063,8791.75,173.75,0,0,30189.06,0,0
"1017","1017","3540","0","1","0",50.6,0,0,2560.36,0,0,-63.84349676,-33.05102457,103.19,"2","1017",50.6,2560.36,170.16,28954.426,8610.096,170.16,0,0,28954.43,0,0
"1018","1018","3541","-1","-1","-1",-50.6,-50.6,-50.6,-2560.36,-2560.36,-2560.36,-63.84342648,-33.05104904,102.78,"1","1018",50.6,2560.36,167.05,27905.703,8452.73,-167.05,-167.05,-167.05,-27905.7,-27905.7,-27905.7
"1019","1019","3542","-1","-1","-1",-50.6,-50.6,-50.6,-2560.36,-2560.36,-2560.36,-63.84335621,-33.05107351,99.78,"1","1019",50.6,2560.36,161.84,26192.186,8189.104,-161.84,-161.84,-161.84,-26192.19,-26192.1,-26192.1
"1020","1020","3543","-1","-1","-1",-50.6,-50.6,-50.6,-2560.36,-2560.36,-2560.36,-63.84328593,-33.05109797,100.81,"1","1020",50.6,2560.36,162.03,26253.721,8198.718,-162.03,-162.03,-162.03,-26253.72,-26253.7,-26253.7
"1021","1021","3544","-1","-1","-1",-50.6,-50.6,-50.6,-2560.36,-2560.36,-2560.36,-63.84321566,-33.05112244,101.01,"1","1021",50.6,2560.36,158.97,25271.461,8043.882,-158.97,-158.97,-158.97,-25271.46,-25271.4,-25271.4
"1022","1022","3545","-1","-1","-1",-50.6,-50.6,-50.6,-2560.36,-2560.36,-2560.36,-63.84314538,-33.0511469,93.73,"1","1022",50.6,2560.36,161.94,26224.564,8194.164,-161.94,-161.94,-161.94,-26224.56,-26224.5,-26224.5
"1023","1023","3546","-1","-1","-1",-50.6,-50.6,-50.6,-2560.36,-2560.36,-2560.36,-63.84307511,-33.05117137,93.03,"1","1023",50.6,2560.36,154.84,23975.426,7834.904,-154.84,-154.84,-154.84,-23975.43,-23975.4,-23975.4
"1024","1024","3547","-1","-1","-1",-50.6,-50.6,-50.6,-2560.36,-2560.36,-2560.36,-63.84300484,-33.05119583,101.88,"1","1024",50.6,2560.36,167.47,28046.201,8473.982,-167.47,-167.47,-167.47,-28046.2,-28046.2,-28046.2
"1025","1025","3548","-1","-1","-1",-50.6,-50.6,-50.6,-2560.36,-2560.36,-2560.36,-63.84293456,-33.0512203,97.86,"1","1025",50.6,2560.36,171.45,29395.102,8675.37,-171.45,-171.45,-171.45,-29395.1,-29395.1,-29395.1
"1026","1026","3549","-1","-1","-1",-50.6,-50.6,-50.6,-2560.36,-2560.36,-2560.36,-63.84286429,-33.05124476,99.96,"1","1026",50.6,2560.36,172.61,29794.212,8734.066,-172.61,-172.61,-172.61,-29794.21,-29794.2,-29794.2
"1027","1027","3550","-1","-1","-1",-50.6,-50.6,-50.6,-2560.36,-2560.36,-2560.36,-63.84279401,-33.05126923,104.72,"1","1027",50.6,2560.36,171.04,29254.682,8654.624,-171.04,-171.04,-171.04,-29254.68,-29254.6,-29254.6
"1028","1028","3551","-1","-1","-1",-50.6,-50.6,-50.6,-2560.36,-2560.36,-2560.36,-63.84272374,-33.05129369,103.48,"1","1028",50.6,2560.36,169.55,28747.203,8579.23,-169.55,-169.55,-169.55,-28747.2,-28747.2,-28747.2
"1029","1029","3552","-1","-1","-1",-50.6,-50.6,-50.6,-2560.36,-2560.36,-2560.36,-63.84265346,-33.05131816,110.14,"1","1029",50.6,2560.36,167.88,28183.694,8494.728,-167.88,-167.88,-167.88,-28183.69,-28183.6,-28183.6
"1030","1030","3553","-1","-1","-1",-50.6,-50.6,-50.6,-2560.36,-2560.36,-2560.36,-63.84258319,-33.05134262,106.47,"1","1030",50.6,2560.36,159.69,25500.896,8080.314,-159.69,-159.69,-159.69,-25500.9,-25500.9,-25500.9
"1031","1031","3554","-1","-1","-1",-50.6,-50.6,-50.6,-2560.36,-2560.36,-2560.36,-63.84251291,-33.05136709,107.46,"1","1031",50.6,2560.36,165.14,27271.22,8356.084,-165.14,-165.14,-165.14,-27271.22,-27271.2,-27271.2
"1032","1032","3555","-1","-1","-1",-50.6,-50.6,-50.6,-2560.36,-2560.36,-2560.36,-63.84244264,-33.05139155,98.74,"1","1032",50.6,2560.36,167.86,28176.98,8493.716,-167.86,-167.86,-167.86,-28176.98,-28176.9,-28176.9
"1033","1033","3556","-1","-1","-1",-50.6,-50.6,-50.6,-2560.36,-2560.36,-2560.36,-63.84237236,-33.05141602,92.06,"1","1033",50.6,2560.36,168.19,28287.876,8510.414,-168.19,-168.19,-168.19,-28287.88,-28287.8,-28287.8
"1034","1034","3557","-1","-1","-1",-50.6,-50.6,-50.6,-2560.36,-2560.36,-2560.36,-63.84230209,-33.05144048,83.88,"1","1034",50.6,2560.36,172.64,29804.57,8735.584,-172.64,-172.64,-172.64,-29804.57,-29804.5,-29804.5
"1035","1035","3558","-1","-1","-1",-50.6,-50.6,-50.6,-2560.36,-2560.36,-2560.36,-63.84223182,-33.05146495,90.16,"1","1035",50.6,2560.36,163.66,26784.596,8281.196,-163.66,-163.66,-163.66,-26784.6,-26784.6,-26784.6
"1036","1036","3559","-1","-1","-1",-50.6,-50.6,-50.6,-2560.36,-2560.36,-2560.36,-63.84216154,-33.05148941,86,"1","1036",50.6,2560.36,166.33,27665.669,8416.298,-166.33,-166.33,-166.33,-27665.67,-27665.6,-27665.6
"1037","1037","3560","-1","-1","-1",-50.6,-50.6,-50.6,-2560.36,-2560.36,-2560.36,-63.84209127,-33.05151388,91.01,"1","1037",50.6,2560.36,172.07,29608.085,8706.742,-172.07,-172.07,-172.07,-29608.08,-29608,-29608
"1038","1038","3561","-1","-1","-1",-50.6,-50.6,-50.6,-2560.36,-2560.36,-2560.36,-63.84202099,-33.05153834,98,"1","1038",50.6,2560.36,170.39,29032.752,8621.734,-170.39,-170.39,-170.39,-29032.75,-29032.7,-29032.7
"1039","1039","3562","-1","-1","-1",-50.6,-50.6,-50.6,-2560.36,-2560.36,-2560.36,-63.84195072,-33.05156281,93.12,"1","1039",50.6,2560.36,168.84,28506.946,8543.304,-168.84,-168.84,-168.84,-28506.95,-28506.9,-28506.9
"1040","1040","3563","-1","-1","-1",-50.6,-50.6,-50.6,-2560.36,-2560.36,-2560.36,-63.84188044,-33.05158727,94.89,"1","1040",50.6,2560.36,171.94,29563.364,8700.164,-171.94,-171.94,-171.94,-29563.36,-29563.3,-29563.3
"1041","1041","3574","0","0","1",0,0,39,0,0,1521,-63.84845707,-33.04922824,93.95,"4","1041",39,1521,140.13,19636.417,5465.07,0,0,140.13,0,0,19636.42
"1042","1042","3575","0","0","1",0,0,39,0,0,1521,-63.84838679,-33.04925271,92.62,"4","1042",39,1521,144.26,20810.948,5626.14,0,0,144.26,0,0,20810.95
"1043","1043","3576","0","0","1",0,0,39,0,0,1521,-63.84831652,-33.04927718,93.41,"4","1043",39,1521,136.52,18637.71,5324.28,0,0,136.52,0,0,18637.71
"1044","1044","3577","0","0","1",0,0,39,0,0,1521,-63.84824625,-33.04930165,91.12,"4","1044",39,1521,105.27,11081.773,4105.53,0,0,105.27,0,0,11081.77
"1045","1045","3578","0","0","1",0,0,39,0,0,1521,-63.84817598,-33.04932612,94.85,"4","1045",39,1521,171.15,29292.323,6674.85,0,0,171.15,0,0,29292.32
"1046","1046","3579","0","0","1",0,0,39,0,0,1521,-63.84810571,-33.04935059,93.24,"4","1046",39,1521,174.27,30370.033,6796.53,0,0,174.27,0,0,30370.03
"1047","1047","3580","0","0","1",0,0,39,0,0,1521,-63.84803544,-33.04937505,96.88,"4","1047",39,1521,173.3,30032.89,6758.7,0,0,173.3,0,0,30032.89
"1048","1048","3581","0","0","1",0,0,39,0,0,1521,-63.84796517,-33.04939952,92.33,"4","1048",39,1521,177.86,31634.18,6936.54,0,0,177.86,0,0,31634.18
"1049","1049","3582","0","0","1",0,0,39,0,0,1521,-63.84789489,-33.04942399,87.06,"4","1049",39,1521,178.54,31876.532,6963.06,0,0,178.54,0,0,31876.53
"1050","1050","3583","0","0","1",0,0,39,0,0,1521,-63.84782462,-33.04944846,75.2,"4","1050",39,1521,182.3,33233.29,7109.7,0,0,182.3,0,0,33233.29
"1051","1051","3584","0","0","1",0,0,39,0,0,1521,-63.84775435,-33.04947293,62.99,"4","1051",39,1521,184.17,33918.589,7182.63,0,0,184.17,0,0,33918.59
"1052","1052","3585","0","0","1",0,0,39,0,0,1521,-63.84768408,-33.04949739,60.59,"4","1052",39,1521,180.03,32410.801,7021.17,0,0,180.03,0,0,32410.8
"1053","1053","3586","0","0","1",0,0,39,0,0,1521,-63.84761381,-33.04952186,59.16,"4","1053",39,1521,180.23,32482.853,7028.97,0,0,180.23,0,0,32482.85
"1054","1054","3587","0","0","1",0,0,39,0,0,1521,-63.84754354,-33.04954633,52.01,"4","1054",39,1521,177.42,31477.856,6919.38,0,0,177.42,0,0,31477.86
"1055","1055","3588","0","0","1",0,0,39,0,0,1521,-63.84747326,-33.0495708,52.54,"4","1055",39,1521,177.45,31488.502,6920.55,0,0,177.45,0,0,31488.5
"1056","1056","3589","0","0","1",0,0,39,0,0,1521,-63.84740299,-33.04959526,51.77,"4","1056",39,1521,177.91,31651.968,6938.49,0,0,177.91,0,0,31651.97
"1057","1057","3590","0","0","1",0,0,39,0,0,1521,-63.84733272,-33.04961973,51.16,"4","1057",39,1521,175.53,30810.781,6845.67,0,0,175.53,0,0,30810.78
"1058","1058","3591","0","0","1",0,0,39,0,0,1521,-63.84726245,-33.0496442,51.51,"4","1058",39,1521,177.52,31513.35,6923.28,0,0,177.52,0,0,31513.35
"1059","1059","3592","0","0","1",0,0,39,0,0,1521,-63.84719218,-33.04966867,52.02,"4","1059",39,1521,176.09,31007.688,6867.51,0,0,176.09,0,0,31007.69
"1060","1060","3593","0","0","1",0,0,39,0,0,1521,-63.8471219,-33.04969313,48.26,"4","1060",39,1521,184.09,33889.128,7179.51,0,0,184.09,0,0,33889.13
"1061","1061","3594","0","0","1",0,0,39,0,0,1521,-63.84705163,-33.0497176,48.35,"4","1061",39,1521,178.69,31930.116,6968.91,0,0,178.69,0,0,31930.12
"1062","1062","3595","0","0","1",0,0,39,0,0,1521,-63.84698136,-33.04974207,53.21,"4","1062",39,1521,177.2,31399.84,6910.8,0,0,177.2,0,0,31399.84
"1063","1063","3596","0","0","1",0,0,39,0,0,1521,-63.84691109,-33.04976654,50.58,"4","1063",39,1521,174.22,30352.608,6794.58,0,0,174.22,0,0,30352.61
"1064","1064","3597","0","0","1",0,0,39,0,0,1521,-63.84684082,-33.049791,49.42,"4","1064",39,1521,168.7,28459.69,6579.3,0,0,168.7,0,0,28459.69
"1065","1065","3598","0","0","1",0,0,39,0,0,1521,-63.84677054,-33.04981547,42.94,"4","1065",39,1521,171.71,29484.324,6696.69,0,0,171.71,0,0,29484.32
"1066","1066","3599","0","0","1",0,0,39,0,0,1521,-63.84670027,-33.04983994,50.48,"4","1066",39,1521,169.68,28791.302,6617.52,0,0,169.68,0,0,28791.3
"1067","1067","3600","1","0","0",0,39,0,0,1521,0,-63.84663,-33.04986441,52.68,"3","1067",39,1521,173.98,30269.04,6785.22,0,173.98,0,0,30269.04,0
"1068","1068","3601","1","0","0",0,39,0,0,1521,0,-63.84655973,-33.04988887,45.07,"3","1068",39,1521,178.53,31872.961,6962.67,0,178.53,0,0,31872.96,0
"1069","1069","3602","1","0","0",0,39,0,0,1521,0,-63.84648945,-33.04991334,46.16,"3","1069",39,1521,177.48,31499.15,6921.72,0,177.48,0,0,31499.15,0
"1070","1070","3603","1","0","0",0,39,0,0,1521,0,-63.84641918,-33.04993781,44.8,"3","1070",39,1521,172.03,29594.321,6709.17,0,172.03,0,0,29594.32,0
"1071","1071","3604","1","0","0",0,39,0,0,1521,0,-63.84634891,-33.04996228,45.72,"3","1071",39,1521,172.45,29739.002,6725.55,0,172.45,0,0,29739,0
"1072","1072","3605","1","0","0",0,39,0,0,1521,0,-63.84627864,-33.04998674,46.94,"3","1072",39,1521,167.32,27995.982,6525.48,0,167.32,0,0,27995.98,0
"1073","1073","3606","1","0","0",0,39,0,0,1521,0,-63.84620836,-33.05001121,41.11,"3","1073",39,1521,169.05,28577.903,6592.95,0,169.05,0,0,28577.9,0
"1074","1074","3607","1","0","0",0,39,0,0,1521,0,-63.84613809,-33.05003568,42.39,"3","1074",39,1521,170.03,28910.201,6631.17,0,170.03,0,0,28910.2,0
"1075","1075","3608","1","0","0",0,39,0,0,1521,0,-63.84606782,-33.05006014,42.75,"3","1075",39,1521,167.09,27919.068,6516.51,0,167.09,0,0,27919.07,0
"1076","1076","3609","1","0","0",0,39,0,0,1521,0,-63.84599755,-33.05008461,42.96,"3","1076",39,1521,172.37,29711.417,6722.43,0,172.37,0,0,29711.42,0
"1077","1077","3610","1","0","0",0,39,0,0,1521,0,-63.84592727,-33.05010908,43.09,"3","1077",39,1521,183.56,33694.274,7158.84,0,183.56,0,0,33694.27,0
"1078","1078","3611","1","0","0",0,39,0,0,1521,0,-63.845857,-33.05013354,35.09,"3","1078",39,1521,199.12,39648.774,7765.68,0,199.12,0,0,39648.77,0
"1079","1079","3612","1","0","0",0,39,0,0,1521,0,-63.84578673,-33.05015801,38.28,"3","1079",39,1521,205.41,42193.268,8010.99,0,205.41,0,0,42193.27,0
"1080","1080","3613","1","0","0",0,39,0,0,1521,0,-63.84571646,-33.05018248,33.62,"3","1080",39,1521,198.77,39509.513,7752.03,0,198.77,0,0,39509.51,0
"1081","1081","3614","1","0","0",0,39,0,0,1521,0,-63.84564618,-33.05020694,34.12,"3","1081",39,1521,197.83,39136.709,7715.37,0,197.83,0,0,39136.71,0
"1082","1082","3615","1","0","0",0,39,0,0,1521,0,-63.84557591,-33.05023141,39.58,"3","1082",39,1521,197.44,38982.554,7700.16,0,197.44,0,0,38982.55,0
"1083","1083","3616","1","0","0",0,39,0,0,1521,0,-63.84550564,-33.05025588,41.23,"3","1083",39,1521,188.67,35596.369,7358.13,0,188.67,0,0,35596.37,0
"1084","1084","3617","1","0","0",0,39,0,0,1521,0,-63.84543536,-33.05028034,47.08,"3","1084",39,1521,185.49,34406.54,7234.11,0,185.49,0,0,34406.54,0
"1085","1085","3618","1","0","0",0,39,0,0,1521,0,-63.84536509,-33.05030481,51.07,"3","1085",39,1521,185.23,34310.153,7223.97,0,185.23,0,0,34310.15,0
"1086","1086","3619","1","0","0",0,39,0,0,1521,0,-63.84529482,-33.05032928,45.07,"3","1086",39,1521,183.85,33800.822,7170.15,0,183.85,0,0,33800.82,0
"1087","1087","3620","1","0","0",0,39,0,0,1521,0,-63.84522454,-33.05035374,51.44,"3","1087",39,1521,183.34,33613.556,7150.26,0,183.34,0,0,33613.56,0
"1088","1088","3621","1","0","0",0,39,0,0,1521,0,-63.84515427,-33.05037821,50.02,"3","1088",39,1521,187.77,35257.573,7323.03,0,187.77,0,0,35257.57,0
"1089","1089","3622","1","0","0",0,39,0,0,1521,0,-63.845084,-33.05040268,51.76,"3","1089",39,1521,190.09,36134.208,7413.51,0,190.09,0,0,36134.21,0
"1090","1090","3623","1","0","0",0,39,0,0,1521,0,-63.84501373,-33.05042714,52.09,"3","1090",39,1521,182.26,33218.708,7108.14,0,182.26,0,0,33218.71,0
"1091","1091","3624","1","0","0",0,39,0,0,1521,0,-63.84494345,-33.05045161,47.45,"3","1091",39,1521,186.24,34685.338,7263.36,0,186.24,0,0,34685.34,0
